trade_id,timestamp,symbol,direction,status,outcome,risk_tier,margin_allocated,leverage,notional_position,dynamic_tp_pct,dynamic_sl_pct,actual_mfe_pct,actual_mae_pct,gross_return_pct,gross_pnl,fees_paid,slippage_cost,friction_tax,net_pnl,account_equity,drawdown_pct,rejection_reason
344,2026-08-04 10:45:00+00:00,ETHUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.52,3.8,9.46,0.67,0.8,0.81,0.44,0.67,0.06,0.01,0.01,0.02,0.05,126.2,0.0,
345,2026-08-04 10:45:00+00:00,DOGEUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.26,3.8,8.48,0.42,0.8,0.48,0.55,0.43,0.04,0.01,0.01,0.02,0.02,126.22,0.0,
346,2026-08-04 11:00:00+00:00,BTCUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.52,3.8,9.47,0.99,0.8,1.26,0.2,0.99,0.09,0.01,0.01,0.02,0.08,126.3,0.0,
347,2026-08-04 11:15:00+00:00,SOLUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.26,3.8,8.49,0.82,0.8,0.98,0.54,0.82,0.07,0.01,0.01,0.02,0.05,126.35,0.0,
348,2026-08-04 11:30:00+00:00,XRPUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.63,3.8,2.37,0.42,0.8,0.29,0.43,1.0,0.02,0.0,0.0,0.0,0.02,126.37,0.0,
349,2026-08-04 13:45:00+00:00,XRPUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.63,3.8,2.37,0.42,0.8,0.1,0.48,1.0,0.02,0.0,0.0,0.0,0.02,126.39,0.0,
350,2026-08-04 14:00:00+00:00,DOGEUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,MEDIUM_RISK,0.32,3.0,0.95,0.42,0.8,0.41,0.73,1.0,0.01,0.0,0.0,0.0,0.01,126.4,0.0,
351,2026-08-04 14:45:00+00:00,XRPUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.63,3.8,2.37,0.42,0.8,0.07,0.13,1.0,0.02,0.0,0.0,0.0,0.02,126.42,0.0,
352,2026-08-04 15:00:00+00:00,XRPUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.63,3.8,2.37,0.42,0.8,0.21,0.2,2.0,0.05,0.0,0.0,0.0,0.04,126.46,0.0,
353,2026-08-04 15:30:00+00:00,XRPUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.63,3.8,2.37,0.42,0.8,0.33,0.43,1.0,0.02,0.0,0.0,0.0,0.02,126.48,0.0,
354,2026-08-04 16:45:00+00:00,XRPUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.63,3.8,2.37,0.42,0.8,0.09,0.36,0.0,0.0,0.0,0.0,0.0,-0.0,126.48,0.0,
355,2026-08-04 17:00:00+00:00,XRPUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.63,3.8,2.37,0.42,0.8,0.17,0.35,0.0,0.0,0.0,0.0,0.0,-0.0,126.47,0.01,
356,2026-08-04 17:00:00+00:00,DOGEUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.63,3.8,2.37,0.42,0.8,0.34,0.43,5.0,0.12,0.0,0.0,0.0,0.11,126.59,0.0,
357,2026-08-04 17:45:00+00:00,XRPUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.63,3.8,2.37,0.42,0.8,0.1,0.4,0.0,0.0,0.0,0.0,0.0,-0.0,126.58,0.0,
358,2026-08-04 18:00:00+00:00,XRPUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,0.63,3.8,2.37,0.42,0.8,0.44,0.4,0.43,0.01,0.0,0.0,0.0,0.01,126.59,0.0,
359,2026-08-04 21:00:00+00:00,DOGEUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.63,3.8,2.37,0.42,0.8,0.07,0.4,1.0,0.02,0.0,0.0,0.0,0.02,126.61,0.0,
360,2026-08-04 21:45:00+00:00,ETHUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.63,3.8,2.37,0.42,0.8,0.21,0.25,1.0,0.02,0.0,0.0,0.0,0.02,126.63,0.0,
361,2026-08-04 22:00:00+00:00,XRPUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.53,3.8,9.5,1.61,0.8,1.94,0.29,1.61,0.15,0.01,0.01,0.02,0.14,126.76,0.0,
362,2026-08-04 22:30:00+00:00,ETHUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.63,3.8,2.38,0.42,0.8,0.22,0.25,3.0,0.07,0.0,0.0,0.0,0.07,126.83,0.0,
363,2026-08-04 23:00:00+00:00,DOGEUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.63,3.8,2.38,0.42,0.8,0.04,0.38,1.0,0.02,0.0,0.0,0.0,0.02,126.85,0.0,
364,2026-08-04 23:15:00+00:00,SOLUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,MEDIUM_RISK,0.32,3.0,0.95,0.58,0.8,0.69,0.66,0.58,0.01,0.0,0.0,0.0,0.0,126.85,0.0,
365,2026-08-04 23:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,1.9,3.8,7.14,0.58,0.8,0.74,0.44,0.58,0.04,0.01,0.01,0.01,0.03,126.88,0.0,
366,2026-08-04 23:15:00+00:00,ETHUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,0.63,3.8,2.38,0.42,0.8,0.47,0.6,0.43,0.01,0.0,0.0,0.0,0.01,126.89,0.0,
367,2026-08-04 23:45:00+00:00,BTCUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.63,3.8,2.38,0.42,0.8,0.24,0.62,5.0,0.12,0.0,0.0,0.0,0.11,127.0,0.0,
368,2026-08-05 02:00:00+00:00,SOLUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,MEDIUM_RISK,0.32,3.0,0.95,0.42,0.8,0.35,0.7,3.0,0.03,0.0,0.0,0.0,0.03,127.03,0.0,
369,2026-08-05 02:00:00+00:00,BTCUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.64,3.8,2.38,0.42,0.8,0.07,0.64,0.0,0.0,0.0,0.0,0.0,-0.0,127.02,0.0,
370,2026-08-05 02:15:00+00:00,ETHUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.64,3.8,2.38,0.42,0.8,0.13,0.55,0.0,0.0,0.0,0.0,0.0,-0.0,127.02,0.01,
371,2026-08-05 02:30:00+00:00,DOGEUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.64,3.8,2.38,0.42,0.8,0.09,0.58,1.0,0.02,0.0,0.0,0.0,0.02,127.04,0.0,
372,2026-08-05 03:00:00+00:00,DOGEUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,0.64,3.8,2.38,0.48,0.8,0.56,0.46,0.48,0.01,0.0,0.0,0.0,0.01,127.05,0.0,
373,2026-08-05 03:15:00+00:00,ETHUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,MEDIUM_RISK,0.32,3.0,0.95,0.42,0.8,0.07,0.67,0.0,0.0,0.0,0.0,0.0,-0.0,127.04,0.0,
374,2026-08-05 03:45:00+00:00,BTCUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.64,3.8,2.38,0.42,0.8,0.15,0.22,2.0,0.05,0.0,0.0,0.0,0.04,127.09,0.0,
375,2026-08-05 03:45:00+00:00,SOLUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,MEDIUM_RISK,0.95,3.0,2.86,0.42,0.8,0.22,0.7,2.0,0.06,0.0,0.0,0.01,0.05,127.14,0.0,
376,2026-08-05 05:00:00+00:00,BTCUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.64,3.8,2.38,0.42,0.8,0.32,0.41,1.0,0.02,0.0,0.0,0.0,0.02,127.16,0.0,
377,2026-08-05 05:15:00+00:00,ETHUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.64,3.8,2.38,0.42,0.8,0.17,0.42,0.0,0.0,0.0,0.0,0.0,-0.0,127.15,0.0,
378,2026-08-05 05:15:00+00:00,SOLUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.64,3.8,2.38,0.42,0.8,0.16,0.66,0.0,0.0,0.0,0.0,0.0,-0.0,127.15,0.01,
379,2026-08-05 07:00:00+00:00,ETHUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.64,3.8,2.38,0.42,0.8,0.24,0.35,1.0,0.02,0.0,0.0,0.0,0.02,127.17,0.0,
380,2026-08-05 07:15:00+00:00,BTCUSDT,SHORT,REJECTED,,,,,,,,,,,,,,,0.0,127.17002574779329,,High Risk + Low Quality + Low Profit
381,2026-08-05 07:15:00+00:00,SOLUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.64,3.8,2.38,0.42,0.8,0.07,0.58,1.0,0.02,0.0,0.0,0.0,0.02,127.19,0.0,
382,2026-08-05 08:15:00+00:00,SOLUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.64,3.8,2.38,0.42,0.8,0.11,0.46,5.0,0.12,0.0,0.0,0.0,0.11,127.3,0.0,
383,2026-08-05 09:00:00+00:00,ETHUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.64,3.8,2.39,0.42,0.8,0.24,0.29,6.0,0.14,0.0,0.0,0.0,0.14,127.44,0.0,
384,2026-08-05 09:15:00+00:00,DOGEUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.64,3.8,2.39,0.42,0.8,0.1,0.3,0.0,0.0,0.0,0.0,0.0,-0.0,127.44,0.0,
385,2026-08-05 10:00:00+00:00,DOGEUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.64,3.8,2.39,0.42,0.8,0.19,0.32,3.0,0.07,0.0,0.0,0.0,0.07,127.51,0.0,
386,2026-08-05 10:45:00+00:00,SOLUSDT,SHORT,REJECTED,,,,,,,,,,,,,,,0.0,127.50652901607788,,High Risk + Low Quality + Low Profit
387,2026-08-05 11:15:00+00:00,ETHUSDT,SHORT,REJECTED,,,,,,,,,,,,,,,0.0,127.50652901607788,,High Risk + Low Quality + Low Profit
388,2026-08-05 12:00:00+00:00,DOGEUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,HIGH_RISK,0.57,1.5,0.86,0.42,1.04,0.5,0.93,0.43,0.0,0.0,0.0,0.0,0.0,127.51,0.0,
389,2026-08-05 12:15:00+00:00,ETHUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,HIGH_RISK,0.64,1.5,0.96,1.94,1.51,2.4,1.45,1.94,0.02,0.0,0.0,0.0,0.02,127.53,0.0,
390,2026-08-05 12:15:00+00:00,BTCUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,HIGH_RISK,0.16,1.5,0.24,0.67,1.04,0.79,0.99,0.67,0.0,0.0,0.0,0.0,0.0,127.53,0.0,
391,2026-08-05 12:30:00+00:00,SOLUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,1.91,3.8,7.17,0.42,0.8,0.24,0.58,0.0,0.0,0.01,0.01,0.01,-0.01,127.51,0.01,
392,2026-08-05 13:15:00+00:00,SOLUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.55,3.8,9.56,0.58,0.8,0.7,0.6,0.58,0.06,0.01,0.01,0.02,0.04,127.55,0.0,
393,2026-08-05 13:30:00+00:00,DOGEUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,1.91,3.8,7.17,0.42,0.8,0.55,0.55,0.43,0.03,0.01,0.01,0.01,0.02,127.57,0.0,
394,2026-08-05 14:00:00+00:00,DOGEUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.64,3.8,2.39,0.42,0.8,0.06,0.39,1.0,0.02,0.0,0.0,0.0,0.02,127.59,0.0,
395,2026-08-05 14:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.64,3.8,2.39,0.42,0.8,0.1,0.36,0.0,0.0,0.0,0.0,0.0,-0.0,127.58,0.0,
396,2026-08-05 14:45:00+00:00,DOGEUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.64,3.8,2.39,0.42,0.8,0.24,0.39,1.0,0.02,0.0,0.0,0.0,0.02,127.6,0.0,
397,2026-08-05 15:00:00+00:00,XRPUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,2.29,3.8,8.57,0.42,0.8,0.28,0.37,0.0,0.0,0.01,0.01,0.02,-0.02,127.59,0.01,
398,2026-08-05 15:15:00+00:00,SOLUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.55,3.8,9.57,0.82,0.8,1.09,0.23,0.82,0.08,0.01,0.01,0.02,0.06,127.65,0.0,
399,2026-08-05 15:45:00+00:00,XRPUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.64,3.8,2.39,0.42,0.8,0.02,0.39,0.0,0.0,0.0,0.0,0.0,-0.0,127.65,0.0,
400,2026-08-05 15:45:00+00:00,DOGEUSDT,SHORT,REJECTED,,,,,,,,,,,,,,,0.0,127.6454340401314,,High Risk + Low Quality + Low Profit
401,2026-08-05 16:00:00+00:00,XRPUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.29,3.8,8.58,0.67,0.8,0.8,0.39,0.67,0.06,0.01,0.01,0.02,0.04,127.69,0.0,
402,2026-08-05 16:15:00+00:00,DOGEUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.64,3.8,2.39,0.42,0.8,0.4,0.51,17.0,0.41,0.0,0.0,0.0,0.4,128.09,0.0,
403,2026-08-05 21:15:00+00:00,XRPUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.56,3.8,9.61,1.61,0.8,2.33,0.39,1.61,0.15,0.01,0.01,0.02,0.14,128.23,0.0,
404,2026-08-05 21:15:00+00:00,SOLUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.56,3.8,9.62,0.71,0.8,1.01,0.28,0.71,0.07,0.01,0.01,0.02,0.05,128.28,0.0,
405,2026-08-05 21:45:00+00:00,DOGEUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.57,3.8,9.62,0.71,0.8,0.86,0.16,0.71,0.07,0.01,0.01,0.02,0.05,128.33,0.0,
406,2026-08-05 22:00:00+00:00,BTCUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,1.92,3.8,7.22,0.42,0.8,0.38,0.15,17.0,1.23,0.01,0.01,0.01,1.21,129.54,0.0,
407,2026-08-05 22:45:00+00:00,ETHUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,1.94,3.8,7.29,0.48,0.8,0.62,0.57,0.48,0.03,0.01,0.01,0.01,0.02,129.57,0.0,
408,2026-08-06 04:30:00+00:00,BTCUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.59,3.8,9.72,0.42,0.8,0.52,0.05,0.43,0.04,0.01,0.01,0.02,0.02,129.59,0.0,
409,2026-08-06 05:00:00+00:00,ETHUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.65,3.8,2.43,0.42,0.8,0.29,0.47,15.0,0.36,0.0,0.0,0.0,0.36,129.95,0.0,
410,2026-08-06 05:00:00+00:00,SOLUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.65,3.8,2.44,0.42,0.8,0.16,0.63,1.0,0.02,0.0,0.0,0.0,0.02,129.97,0.0,
411,2026-08-06 06:45:00+00:00,XRPUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.65,3.8,2.44,0.42,0.8,0.03,0.32,0.0,0.0,0.0,0.0,0.0,-0.0,129.97,0.0,
412,2026-08-06 07:30:00+00:00,XRPUSDT,SHORT,REJECTED,,,,,,,,,,,,,,,0.0,129.9652890954441,,High Risk + Low Quality + Low Profit
413,2026-08-06 08:00:00+00:00,SOLUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.6,3.8,9.75,1.05,0.8,1.25,0.47,1.05,0.1,0.01,0.01,0.02,0.08,130.05,0.0,
414,2026-08-06 08:00:00+00:00,DOGEUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.65,3.8,2.44,0.42,0.8,0.07,0.47,1.0,0.02,0.0,0.0,0.0,0.02,130.07,0.0,
415,2026-08-06 08:30:00+00:00,XRPUSDT,LONG,REJECTED,,,,,,,,,,,,,,,0.0,130.06964794784827,,High Risk + Low Quality + Low Profit
416,2026-08-06 08:45:00+00:00,DOGEUSDT,LONG,REJECTED,,,,,,,,,,,,,,,0.0,130.06964794784827,,High Risk + Low Quality + Low Profit
417,2026-08-06 09:00:00+00:00,DOGEUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,MEDIUM_RISK,1.3,3.0,3.9,1.3,0.8,1.83,0.72,1.3,0.05,0.0,0.0,0.01,0.04,130.11,0.0,
418,2026-08-06 09:15:00+00:00,XRPUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.32,3.8,8.7,0.42,0.8,0.54,0.39,0.43,0.04,0.01,0.01,0.02,0.02,130.13,0.0,
419,2026-08-06 09:30:00+00:00,BTCUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.6,3.8,9.76,0.58,0.8,0.77,0.28,0.58,0.06,0.01,0.01,0.02,0.04,130.17,0.0,
420,2026-08-06 09:30:00+00:00,ETHUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.6,3.8,9.76,0.58,0.8,0.73,0.34,0.58,0.06,0.01,0.01,0.02,0.04,130.21,0.0,
421,2026-08-06 11:45:00+00:00,XRPUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.65,3.8,2.44,0.42,0.8,0.08,0.31,0.0,0.0,0.0,0.0,0.0,-0.0,130.21,0.0,
422,2026-08-06 12:00:00+00:00,XRPUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,0.65,3.8,2.44,0.42,0.8,0.44,0.34,0.43,0.01,0.0,0.0,0.0,0.01,130.21,0.0,
423,2026-08-06 14:15:00+00:00,ETHUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,HIGH_RISK,0.16,1.5,0.24,0.55,0.85,0.67,0.78,0.55,0.0,0.0,0.0,0.0,0.0,130.21,0.0,
424,2026-08-06 14:45:00+00:00,BTCUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.65,3.8,2.44,0.42,0.8,0.32,0.47,1.0,0.02,0.0,0.0,0.0,0.02,130.23,0.0,
425,2026-08-06 15:00:00+00:00,XRPUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,MEDIUM_RISK,0.33,3.0,0.98,0.42,0.8,0.36,0.69,3.0,0.03,0.0,0.0,0.0,0.03,130.26,0.0,
426,2026-08-06 15:00:00+00:00,SOLUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.65,3.8,2.44,0.42,0.8,0.16,0.56,0.0,0.0,0.0,0.0,0.0,-0.0,130.26,0.0,
427,2026-08-06 15:30:00+00:00,DOGEUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.65,3.8,2.44,0.42,0.8,0.26,0.17,1.0,0.02,0.0,0.0,0.0,0.02,130.28,0.0,
428,2026-08-06 16:00:00+00:00,DOGEUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.65,3.8,2.44,0.42,0.8,0.03,0.28,1.0,0.02,0.0,0.0,0.0,0.02,130.3,0.0,
429,2026-08-06 16:00:00+00:00,SOLUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.65,3.8,2.44,0.42,0.8,0.05,0.48,0.0,0.0,0.0,0.0,0.0,-0.0,130.29,0.0,
430,2026-08-06 16:00:00+00:00,XRPUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,MEDIUM_RISK,1.3,3.0,3.91,1.05,0.8,1.33,0.67,1.05,0.04,0.0,0.0,0.01,0.03,130.33,0.0,
431,2026-08-06 16:15:00+00:00,DOGEUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.65,3.8,2.44,0.42,0.8,0.38,0.51,3.0,0.07,0.0,0.0,0.0,0.07,130.4,0.0,
432,2026-08-06 16:45:00+00:00,SOLUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.65,3.8,2.44,0.42,0.8,0.14,0.52,1.0,0.02,0.0,0.0,0.0,0.02,130.42,0.0,
433,2026-08-06 17:30:00+00:00,SOLUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.61,3.8,9.78,0.87,0.8,1.11,0.33,0.87,0.08,0.01,0.01,0.02,0.07,130.48,0.0,
434,2026-08-06 18:00:00+00:00,BTCUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.33,3.8,8.72,0.42,0.8,0.53,0.13,0.43,0.04,0.01,0.01,0.02,0.02,130.51,0.0,
435,2026-08-06 18:30:00+00:00,ETHUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,1.96,3.8,7.34,0.48,0.8,0.6,0.3,0.48,0.03,0.01,0.01,0.01,0.02,130.53,0.0,
436,2026-08-06 18:30:00+00:00,DOGEUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.65,3.8,2.45,0.42,0.8,0.23,0.45,1.0,0.02,0.0,0.0,0.0,0.02,130.55,0.0,
437,2026-08-06 21:30:00+00:00,DOGEUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.65,3.8,2.45,0.42,0.8,0.14,0.23,1.0,0.02,0.0,0.0,0.0,0.02,130.57,0.0,
438,2026-08-06 23:30:00+00:00,DOGEUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.65,3.8,2.45,0.42,0.8,0.06,0.26,0.0,0.0,0.0,0.0,0.0,-0.0,130.56,0.0,
439,2026-08-06 23:45:00+00:00,DOGEUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.34,3.8,8.77,0.46,0.8,0.58,0.28,0.46,0.04,0.01,0.01,0.02,0.02,130.59,0.0,
440,2026-08-07 01:15:00+00:00,XRPUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,MEDIUM_RISK,0.33,3.0,0.98,0.42,0.8,0.06,0.72,1.0,0.01,0.0,0.0,0.0,0.01,130.6,0.0,
441,2026-08-07 02:00:00+00:00,BTCUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.65,3.8,2.45,0.42,0.8,0.06,0.22,1.0,0.02,0.0,0.0,0.0,0.02,130.62,0.0,
442,2026-08-07 02:15:00+00:00,XRPUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.61,3.8,9.8,1.3,0.8,1.62,0.62,1.3,0.13,0.01,0.01,0.02,0.11,130.72,0.0,
443,2026-08-07 02:15:00+00:00,BTCUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.65,3.8,2.45,0.42,0.8,0.01,0.36,1.0,0.02,0.0,0.0,0.0,0.02,130.74,0.0,
444,2026-08-07 02:30:00+00:00,BTCUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.65,3.8,2.45,0.42,0.8,0.09,0.24,1.0,0.02,0.0,0.0,0.0,0.02,130.77,0.0,
445,2026-08-07 03:15:00+00:00,BTCUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.65,3.8,2.45,0.42,0.8,0.24,0.22,6.0,0.15,0.0,0.0,0.0,0.14,130.91,0.0,
446,2026-08-07 04:00:00+00:00,DOGEUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.65,3.8,2.45,0.42,0.8,0.3,0.42,6.0,0.15,0.0,0.0,0.0,0.14,131.05,0.0,
447,2026-08-07 05:00:00+00:00,SOLUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.66,3.8,2.46,0.42,0.8,0.06,0.25,0.0,0.0,0.0,0.0,0.0,-0.0,131.05,0.0,
448,2026-08-07 05:15:00+00:00,SOLUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.66,3.8,2.46,0.42,0.8,0.18,0.54,1.0,0.02,0.0,0.0,0.0,0.02,131.07,0.0,
449,2026-08-07 05:45:00+00:00,SOLUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.62,3.8,9.83,1.53,0.8,2.02,0.25,1.53,0.15,0.01,0.01,0.02,0.13,131.2,0.0,
450,2026-08-07 06:00:00+00:00,DOGEUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,HIGH_RISK,0.66,1.5,0.98,1.22,0.94,1.47,0.85,1.22,0.01,0.0,0.0,0.0,0.01,131.21,0.0,
451,2026-08-07 06:15:00+00:00,ETHUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.62,3.8,9.84,1.53,0.8,1.96,0.2,1.53,0.15,0.01,0.01,0.02,0.13,131.34,0.0,
452,2026-08-07 06:15:00+00:00,BTCUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.63,3.8,9.85,1.22,0.8,1.51,0.24,1.22,0.12,0.01,0.01,0.02,0.1,131.45,0.0,
453,2026-08-07 07:15:00+00:00,XRPUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.63,3.8,9.86,1.22,0.8,1.48,0.22,1.22,0.12,0.01,0.01,0.02,0.1,131.55,0.0,
454,2026-08-07 14:15:00+00:00,XRPUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.63,3.8,9.87,1.3,0.8,1.88,0.19,1.3,0.13,0.01,0.01,0.02,0.11,131.66,0.0,
455,2026-08-07 14:45:00+00:00,ETHUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,0.66,3.8,2.47,0.42,0.8,0.43,0.6,0.43,0.01,0.0,0.0,0.0,0.01,131.66,0.0,
456,2026-08-07 15:45:00+00:00,BTCUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.35,3.8,8.8,0.48,0.8,0.6,0.25,0.48,0.04,0.01,0.01,0.02,0.03,131.69,0.0,
457,2026-08-07 16:45:00+00:00,SOLUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,0.66,3.8,2.47,0.42,0.8,0.54,0.43,0.43,0.01,0.0,0.0,0.0,0.01,131.7,0.0,
